MonthYear,District,ServiceId,Count
11 - 2019,119,0,2
11 - 2019,122,0,1
11 - 2019,123,0,10
11 - 2019,124,0,1
11 - 2019,125,0,1
11 - 2019,126,0,5
11 - 2019,126,1,2
11 - 2019,127,0,4
11 - 2019,128,1,1
11 - 2019,129,0,2
11 - 2019,129,1,1
11 - 2019,130,0,3
11 - 2019,131,0,6
11 - 2019,132,1,1
11 - 2019,134,1,1
11 - 2019,135,0,4
11 - 2019,136,0,5
11 - 2019,136,1,1
11 - 2019,137,0,1
11 - 2019,137,1,2
11 - 2019,139,0,1
11 - 2019,139,1,1
11 - 2019,140,0,3
11 - 2019,144,0,3
11 - 2019,146,0,3
11 - 2019,146,1,1
11 - 2019,149,0,4
11 - 2019,150,0,1
11 - 2019,151,0,10
11 - 2019,151,1,2
11 - 2019,152,0,1
11 - 2019,153,0,3
11 - 2019,153,1,1
11 - 2019,154,0,5
11 - 2019,155,0,21
11 - 2019,156,0,1
11 - 2019,157,0,4
11 - 2019,159,0,1
11 - 2019,160,0,8
11 - 2019,161,0,4
11 - 2019,162,0,1
11 - 2019,163,0,11
11 - 2019,164,0,8
11 - 2019,164,1,3
11 - 2019,165,0,3
11 - 2019,166,0,3
11 - 2019,167,0,2
11 - 2019,167,1,1
11 - 2019,168,0,10
11 - 2019,168,1,1
11 - 2019,170,0,20
11 - 2019,170,1,3
11 - 2019,171,0,1
11 - 2019,172,0,1
11 - 2019,174,0,2
11 - 2019,176,0,2
11 - 2019,176,1,1
11 - 2019,177,0,1
11 - 2019,179,0,2
11 - 2019,179,1,1
11 - 2019,181,0,3
11 - 2019,181,1,1
11 - 2019,182,0,3
11 - 2019,183,0,4
11 - 2019,184,0,4
11 - 2019,185,0,2
11 - 2019,186,0,2
11 - 2019,188,0,8
11 - 2019,190,0,5
11 - 2019,190,1,1
11 - 2019,192,0,8
11 - 2019,193,0,3
11 - 2019,194,0,3
11 - 2019,195,0,11
11 - 2019,197,0,2
11 - 2019,199,0,3
11 - 2019,200,0,2
11 - 2019,203,0,1
11 - 2019,204,0,9
11 - 2019,204,1,4
11 - 2019,205,0,3
11 - 2019,207,0,2
11 - 2019,209,0,3
11 - 2019,211,0,1
11 - 2019,213,0,2
11 - 2019,214,0,1
11 - 2019,215,0,2
11 - 2019,215,1,2
11 - 2019,216,0,5
11 - 2019,217,0,2
11 - 2019,218,0,1
11 - 2019,219,0,4
11 - 2019,220,0,11
11 - 2019,222,0,6
11 - 2019,222,1,2
11 - 2019,223,0,2
11 - 2019,224,0,2
11 - 2019,225,0,3
11 - 2019,225,1,2
11 - 2019,227,0,2
11 - 2019,228,0,1
11 - 2019,229,0,3
11 - 2019,230,0,2
11 - 2019,231,0,9
11 - 2019,231,1,1
11 - 2019,232,0,2
11 - 2019,232,1,1
11 - 2019,233,0,1
11 - 2019,234,0,3
11 - 2019,235,0,4
11 - 2019,236,0,5
11 - 2019,236,1,1
11 - 2019,237,0,5
11 - 2019,238,0,1
11 - 2019,239,0,6
11 - 2019,240,0,3
11 - 2019,240,1,1
11 - 2019,241,0,2
11 - 2019,245,0,4
11 - 2019,246,0,4
11 - 2019,246,1,1
11 - 2019,248,0,3
11 - 2019,249,0,3
11 - 2019,250,0,10
11 - 2019,251,0,1
11 - 2019,251,1,1
11 - 2019,253,0,2
11 - 2019,254,0,9
11 - 2019,254,1,2
11 - 2019,254,2,1
11 - 2019,255,0,1
11 - 2019,255,2,1
11 - 2019,256,0,5
11 - 2019,256,1,1
11 - 2019,257,0,1
11 - 2019,258,0,2
11 - 2019,260,0,2
11 - 2019,261,0,2
11 - 2019,262,0,1
11 - 2019,262,1,1
11 - 2019,263,0,3
11 - 2019,264,0,1
11 - 2019,265,0,12
11 - 2019,265,1,1
11 - 2019,266,0,5
11 - 2019,267,0,2
11 - 2019,268,0,3
11 - 2019,269,0,3
11 - 2019,270,0,1
11 - 2019,271,0,1
11 - 2019,272,0,4
11 - 2019,273,0,1
11 - 2019,274,0,3
11 - 2019,274,1,1
11 - 2019,275,0,7
11 - 2019,275,1,2
11 - 2019,276,0,2
11 - 2019,279,0,1
11 - 2019,280,0,1
11 - 2019,281,0,11
11 - 2019,282,0,9
11 - 2019,284,0,10
11 - 2019,284,1,3
11 - 2019,285,0,4
11 - 2019,285,1,1
11 - 2019,287,0,3
11 - 2019,289,0,4
11 - 2019,290,1,1
11 - 2019,291,0,10
11 - 2019,292,0,2
11 - 2019,293,0,8
11 - 2019,293,1,1
11 - 2019,294,0,21
11 - 2019,295,0,7
11 - 2019,295,1,3
11 - 2019,296,0,2
11 - 2019,297,0,5
11 - 2019,298,0,2
11 - 2019,299,0,1
11 - 2019,300,0,1
11 - 2019,301,1,1
11 - 2019,302,0,4
11 - 2019,303,0,2
11 - 2019,304,0,10
11 - 2019,304,1,3
11 - 2019,305,0,1
11 - 2019,306,0,5
11 - 2019,307,0,2
11 - 2019,307,1,1
11 - 2019,308,1,1
11 - 2019,309,0,4
11 - 2019,309,1,1
11 - 2019,310,0,13
11 - 2019,311,0,4
11 - 2019,312,0,3
11 - 2019,313,0,2
11 - 2019,315,0,13
11 - 2019,315,1,1
11 - 2019,317,0,4
11 - 2019,317,1,1
11 - 2019,318,0,6
11 - 2019,320,0,9
11 - 2019,321,0,2
11 - 2019,323,0,1
11 - 2019,323,1,1
11 - 2019,325,0,5
11 - 2019,326,1,1
11 - 2019,328,0,2
11 - 2019,328,1,1
11 - 2019,329,0,3
11 - 2019,331,0,7
11 - 2019,332,0,11
11 - 2019,332,1,2
11 - 2019,333,0,4
11 - 2019,334,0,8
11 - 2019,336,0,7
11 - 2019,337,0,14
11 - 2019,338,0,20
11 - 2019,339,0,3
11 - 2019,340,0,19
11 - 2019,341,0,8
11 - 2019,342,1,1
11 - 2019,343,0,1
11 - 2019,344,0,4
11 - 2019,345,0,6
11 - 2019,346,0,3
11 - 2019,349,0,3
11 - 2019,349,1,2
11 - 2019,350,0,9
11 - 2019,351,0,6
11 - 2019,352,0,1
11 - 2019,353,0,6
11 - 2019,354,0,2
11 - 2019,355,0,2
11 - 2019,355,1,1
11 - 2019,356,0,1
11 - 2019,358,0,9
11 - 2019,360,0,4
11 - 2019,362,0,11
11 - 2019,364,0,1
11 - 2019,366,0,3
11 - 2019,366,1,1
11 - 2019,368,0,2
11 - 2019,369,0,8
11 - 2019,370,0,3
11 - 2019,370,1,1
11 - 2019,372,0,2
11 - 2019,372,1,2
11 - 2019,373,0,9
11 - 2019,374,0,14
11 - 2019,375,0,1
11 - 2019,375,1,1
11 - 2019,376,0,6
11 - 2019,377,0,2
11 - 2019,378,0,13
11 - 2019,380,0,2
11 - 2019,381,0,8
11 - 2019,382,0,1
11 - 2019,382,1,1
11 - 2019,384,0,2
11 - 2019,385,0,3
11 - 2019,387,0,1
11 - 2019,388,0,8
11 - 2019,389,0,2
11 - 2019,389,1,1
11 - 2019,390,0,4
11 - 2019,390,1,1
11 - 2019,391,0,1
11 - 2019,394,0,5
11 - 2019,395,0,8
11 - 2019,396,0,5
11 - 2019,396,1,1
11 - 2019,397,0,2
11 - 2019,398,0,5
11 - 2019,398,1,1
11 - 2019,399,0,7
11 - 2019,400,0,1
11 - 2019,400,1,1
11 - 2019,403,0,5
11 - 2019,403,1,1
11 - 2019,404,0,2
11 - 2019,405,0,1
11 - 2019,405,1,1
11 - 2019,406,0,2
11 - 2019,407,0,7
11 - 2019,407,1,3
11 - 2019,408,1,1
11 - 2019,409,0,3
11 - 2019,410,0,3
11 - 2019,411,0,1
11 - 2019,412,0,3
11 - 2019,413,0,5
11 - 2019,414,0,6
11 - 2019,415,0,3
11 - 2019,417,1,1
11 - 2019,418,0,7
11 - 2019,420,0,2
11 - 2019,421,0,1
11 - 2019,422,0,3
11 - 2019,424,0,5
11 - 2019,424,1,2
11 - 2019,425,0,1
11 - 2019,427,0,1
11 - 2019,428,0,6
11 - 2019,429,0,6
11 - 2019,430,0,3
11 - 2019,431,0,1
11 - 2019,432,0,2
11 - 2019,433,0,4
11 - 2019,433,1,2
11 - 2019,434,0,7
11 - 2019,434,1,1
11 - 2019,435,0,4
11 - 2019,436,0,1
11 - 2019,437,0,1
11 - 2019,439,0,1
11 - 2019,441,0,3
11 - 2019,442,0,4
11 - 2019,443,0,4
11 - 2019,443,1,3
11 - 2019,444,0,1
11 - 2019,444,1,3
11 - 2019,445,0,4
11 - 2019,445,1,1
11 - 2019,446,0,3
11 - 2019,446,1,1
11 - 2019,447,0,2
11 - 2019,448,0,6
11 - 2019,450,0,2
11 - 2019,451,0,2
11 - 2019,452,0,7
11 - 2019,453,0,2
11 - 2019,454,0,2
11 - 2019,454,1,1
11 - 2019,455,0,3
11 - 2019,455,2,1
11 - 2019,456,0,3
11 - 2019,457,0,3
11 - 2019,458,0,2
11 - 2019,459,0,2
11 - 2019,460,0,3
11 - 2019,461,0,8
11 - 2019,463,0,2
11 - 2019,464,0,8
11 - 2019,465,0,6
11 - 2019,466,0,6
11 - 2019,466,1,1
11 - 2019,467,0,12
11 - 2019,468,0,5
11 - 2019,469,0,1
11 - 2019,470,0,2
11 - 2019,470,1,1
11 - 2019,471,0,2
11 - 2019,472,1,1
11 - 2019,473,0,9
11 - 2019,475,0,2
11 - 2019,475,1,1
11 - 2019,476,0,2
11 - 2019,477,1,1
11 - 2019,478,0,4
11 - 2019,479,0,1
11 - 2019,480,0,1
11 - 2019,480,1,1
11 - 2019,482,0,1
11 - 2019,482,1,1
11 - 2019,483,0,3
11 - 2019,484,0,1
11 - 2019,484,1,1
11 - 2019,485,0,2
11 - 2019,485,1,1
11 - 2019,486,0,3
11 - 2019,489,0,3
11 - 2019,490,0,7
11 - 2019,490,1,2
11 - 2019,491,0,1
11 - 2019,492,0,8
11 - 2019,493,0,6
11 - 2019,494,0,3
11 - 2019,496,0,9
11 - 2019,496,1,1
11 - 2019,498,0,2
11 - 2019,499,0,7
11 - 2019,499,1,1
11 - 2019,500,0,4
11 - 2019,501,0,4
11 - 2019,502,0,2
11 - 2019,504,0,2
11 - 2019,504,1,2
11 - 2019,505,0,1
11 - 2019,508,0,3
11 - 2019,509,0,1
11 - 2019,510,0,4
11 - 2019,512,1,1
11 - 2019,513,0,8
11 - 2019,514,0,2
11 - 2019,515,0,7
11 - 2019,515,1,1
11 - 2019,516,0,7
11 - 2019,517,0,5
11 - 2019,518,0,2
11 - 2019,521,0,8
11 - 2019,522,0,1
11 - 2019,524,0,5
11 - 2019,526,0,12
11 - 2019,527,0,1
11 - 2019,528,0,2
11 - 2019,529,0,1
11 - 2019,531,0,5
11 - 2019,533,0,6
11 - 2019,534,0,1
11 - 2019,535,0,4
11 - 2019,535,1,1
11 - 2019,536,0,1
11 - 2019,537,0,3
11 - 2019,537,1,1
11 - 2019,540,0,3
11 - 2019,540,1,1
11 - 2019,541,0,2
11 - 2019,541,1,1
11 - 2019,542,0,2
11 - 2019,543,0,5
11 - 2019,543,1,4
11 - 2019,546,0,4
11 - 2019,547,0,5
11 - 2019,549,1,1
11 - 2019,552,0,1
11 - 2019,553,0,2
11 - 2019,554,0,1
11 - 2019,556,0,3
11 - 2019,556,1,1
11 - 2019,558,0,1
11 - 2019,559,0,1
11 - 2019,559,1,1
11 - 2019,560,0,1
11 - 2019,561,0,3
11 - 2019,562,0,1
11 - 2019,563,0,3
11 - 2019,564,0,4
11 - 2019,565,0,2
11 - 2019,566,0,1
11 - 2019,567,0,1
11 - 2019,568,0,6
11 - 2019,570,0,1
11 - 2019,571,0,1
11 - 2019,572,0,1
11 - 2019,572,2,1
11 - 2019,574,0,1
11 - 2019,575,0,2
11 - 2019,578,0,2
11 - 2019,579,0,3
11 - 2019,580,0,3
11 - 2019,580,1,2
11 - 2019,581,0,3
11 - 2019,581,1,1
11 - 2019,583,0,7
11 - 2019,583,1,1
11 - 2019,584,0,6
11 - 2019,585,0,4
11 - 2019,585,1,1
11 - 2019,586,0,1
11 - 2019,586,1,1
11 - 2019,587,0,1
11 - 2019,589,0,3
11 - 2019,590,0,4
11 - 2019,590,1,1
11 - 2019,591,0,2
11 - 2019,591,1,1
11 - 2019,593,0,10
11 - 2019,595,0,2
11 - 2019,595,1,1
11 - 2019,596,0,1
11 - 2019,596,1,1
11 - 2019,597,0,2
11 - 2019,597,1,1
11 - 2019,598,0,9
11 - 2019,599,0,4
11 - 2019,600,0,4
11 - 2019,601,0,5
11 - 2019,601,1,1
11 - 2019,603,0,6
11 - 2019,603,1,1
11 - 2019,604,0,3
11 - 2019,605,0,1
11 - 2019,606,0,3
11 - 2019,606,1,2
11 - 2019,607,0,1
11 - 2019,608,0,1
11 - 2019,609,0,2
11 - 2019,610,0,1
11 - 2019,611,0,3
11 - 2019,612,0,11
11 - 2019,612,1,1
11 - 2019,615,0,9
11 - 2019,616,0,3
11 - 2019,616,1,1
11 - 2019,618,0,9
11 - 2019,620,0,11
11 - 2019,620,1,1
11 - 2019,623,0,1
11 - 2019,624,0,3
11 - 2019,624,1,1
11 - 2019,625,0,3
11 - 2019,627,0,5
11 - 2019,628,0,1
11 - 2019,631,0,8
11 - 2019,633,0,3
11 - 2019,634,0,5
11 - 2019,635,0,1
11 - 2019,638,0,4
11 - 2019,639,0,1
11 - 2019,640,0,9
11 - 2019,640,1,1
11 - 2019,643,0,3
11 - 2019,644,0,1
11 - 2019,645,0,4
11 - 2019,646,0,2
11 - 2019,647,0,15
11 - 2019,647,1,1
11 - 2019,650,0,3
11 - 2019,651,0,18
11 - 2019,652,0,2
11 - 2019,653,0,6
11 - 2019,653,1,1
11 - 2019,654,0,3
11 - 2019,656,0,1
11 - 2019,657,0,6
11 - 2019,659,0,8
11 - 2019,660,0,1
11 - 2019,661,0,1
11 - 2019,661,1,1
11 - 2019,664,0,5
11 - 2019,665,0,12
11 - 2019,667,0,1
11 - 2019,670,0,8
11 - 2019,671,0,1
11 - 2019,672,0,3
11 - 2019,673,0,8
11 - 2019,673,1,1
11 - 2019,674,0,3
11 - 2019,675,0,1
11 - 2019,675,1,1
11 - 2019,678,0,4
11 - 2019,679,0,4
11 - 2019,680,0,6
11 - 2019,681,0,2
11 - 2019,682,0,2
11 - 2019,683,0,3
11 - 2019,686,0,2
11 - 2019,687,0,1
11 - 2019,688,0,9
11 - 2019,688,1,2
11 - 2019,689,0,8
11 - 2019,689,1,1
11 - 2019,690,0,3
11 - 2019,691,0,1
11 - 2019,692,0,8
11 - 2019,694,0,3
11 - 2019,696,0,2
11 - 2019,698,0,2
11 - 2019,701,0,1
11 - 2019,702,0,2
11 - 2019,702,1,1
11 - 2019,704,0,3
11 - 2019,704,1,1
11 - 2019,707,0,1
11 - 2019,708,0,2
11 - 2019,709,0,3
11 - 2019,710,0,1
11 - 2019,710,1,1
11 - 2019,711,0,2
11 - 2019,712,0,7
11 - 2019,712,1,1
11 - 2019,713,0,5
11 - 2019,714,0,1
11 - 2019,715,0,2
11 - 2019,716,0,1
11 - 2019,719,0,2
11 - 2019,723,0,1
11 - 2019,724,0,3
11 - 2019,724,1,1
11 - 2019,725,0,1
11 - 2019,726,0,2
11 - 2019,727,0,2
11 - 2019,730,0,2
11 - 2019,732,0,1
11 - 2019,733,0,2
11 - 2019,734,0,2
11 - 2019,735,0,1
11 - 2019,736,0,1
11 - 2019,736,1,1
11 - 2019,737,0,7
11 - 2019,737,1,1
11 - 2019,738,0,1
11 - 2019,739,0,2
11 - 2019,739,1,1
11 - 2019,742,0,1
11 - 2019,745,0,13
11 - 2019,745,1,1
11 - 2019,748,0,8
11 - 2019,749,0,2
11 - 2019,750,0,2
11 - 2019,751,0,12
11 - 2019,751,1,1
11 - 2019,752,0,1
11 - 2019,754,0,3
11 - 2019,756,0,5
11 - 2019,756,1,1
11 - 2019,758,0,2
11 - 2019,760,0,2
11 - 2019,762,0,9
11 - 2019,764,1,1
11 - 2019,766,0,3
11 - 2019,766,1,2
11 - 2019,767,0,1
11 - 2019,768,0,2
11 - 2019,769,0,5
11 - 2019,770,0,2
11 - 2019,771,0,2
11 - 2019,774,0,2
11 - 2019,776,0,1
11 - 2019,778,0,1
11 - 2019,780,0,3
11 - 2019,781,0,1
11 - 2019,782,0,3
11 - 2019,783,0,1
11 - 2019,786,0,1
11 - 2019,788,0,6
11 - 2019,789,0,3
11 - 2019,790,0,1
11 - 2019,791,0,2
11 - 2019,792,0,2
11 - 2019,794,0,3
11 - 2019,795,0,6
11 - 2019,795,1,1
11 - 2019,796,0,1
11 - 2019,797,0,7
11 - 2019,797,1,1
11 - 2019,798,0,2
11 - 2019,799,0,1
11 - 2019,802,0,3
11 - 2019,803,0,12
11 - 2019,804,0,1
11 - 2019,807,0,1
11 - 2019,808,0,2
11 - 2019,811,0,10
11 - 2019,812,0,1
11 - 2019,813,0,1
11 - 2019,814,0,1
11 - 2019,814,1,1
11 - 2019,817,0,1
11 - 2019,818,0,4
11 - 2019,819,0,7
11 - 2019,821,0,1
11 - 2019,822,0,6
11 - 2019,823,0,3
11 - 2019,824,0,1
11 - 2019,825,0,1
11 - 2019,826,0,2
11 - 2019,826,1,1
11 - 2019,827,0,7
11 - 2019,828,0,6
11 - 2019,828,1,1
11 - 2019,830,0,1
11 - 2019,831,0,6
11 - 2019,831,1,1
11 - 2019,833,0,3
11 - 2019,835,0,3
11 - 2019,836,0,2
11 - 2019,838,0,1
11 - 2019,839,0,6
11 - 2019,840,0,3
11 - 2019,841,0,2
11 - 2019,843,0,1
11 - 2019,845,0,2
11 - 2019,845,1,1
11 - 2019,848,0,1
11 - 2019,849,0,3
11 - 2019,849,1,1
11 - 2019,850,0,3
11 - 2019,852,0,2
11 - 2019,854,0,1
11 - 2019,854,1,1
11 - 2019,856,0,1
11 - 2019,857,0,1
11 - 2019,858,0,2
11 - 2019,859,0,2
11 - 2019,860,0,3
11 - 2019,861,0,8
11 - 2019,861,1,2
11 - 2019,862,0,4
11 - 2019,863,0,1
11 - 2019,864,0,5
11 - 2019,866,0,7
11 - 2019,867,0,1
11 - 2019,868,0,10
11 - 2019,869,0,1
11 - 2019,869,1,1
11 - 2019,870,0,6
11 - 2019,871,0,5
11 - 2019,871,1,1
11 - 2019,872,0,6
11 - 2019,874,0,2
11 - 2019,874,1,2
11 - 2019,875,0,1
11 - 2019,878,0,5
11 - 2019,880,0,2
11 - 2019,881,0,3
11 - 2019,882,0,2
11 - 2019,883,0,1
11 - 2019,886,0,5
11 - 2019,887,0,1
11 - 2019,888,0,1
11 - 2019,889,0,10
11 - 2019,889,1,2
11 - 2019,890,0,3
11 - 2019,890,1,1
11 - 2019,891,0,2
11 - 2019,893,0,1
11 - 2019,894,0,1
11 - 2019,895,0,4
11 - 2019,896,0,2
11 - 2019,898,0,6
11 - 2019,899,0,1
11 - 2019,900,0,14
11 - 2019,900,1,1
11 - 2019,901,0,6
11 - 2019,902,1,1
11 - 2019,903,0,1
11 - 2019,904,0,4
11 - 2019,905,0,2
11 - 2019,905,1,1
11 - 2019,906,0,2
11 - 2019,907,0,1
11 - 2019,907,1,1
11 - 2019,908,0,1
11 - 2019,910,0,3
11 - 2019,911,0,1
11 - 2019,912,0,2
11 - 2019,913,0,2
11 - 2019,914,0,2
11 - 2019,917,0,1
11 - 2019,917,1,2
11 - 2019,918,0,3
11 - 2019,919,1,1
11 - 2019,920,0,2
11 - 2019,921,0,3
11 - 2019,921,1,1
11 - 2019,922,0,7
11 - 2019,922,1,1
11 - 2019,923,0,2
11 - 2019,924,0,5
11 - 2019,925,0,2
11 - 2019,926,0,2
11 - 2019,926,1,1
11 - 2019,927,0,7
11 - 2019,928,0,2
11 - 2019,929,0,3
11 - 2019,932,0,3
11 - 2019,932,1,2
11 - 2019,935,0,1
11 - 2019,935,1,2
11 - 2019,939,0,4
11 - 2019,940,0,2
11 - 2019,941,0,2
11 - 2019,944,0,2
11 - 2019,945,1,1
11 - 2019,948,0,4
11 - 2019,950,0,4
11 - 2019,951,0,2
11 - 2019,952,0,3
11 - 2019,953,0,3
11 - 2019,953,1,2
11 - 2019,954,0,2
11 - 2019,956,0,2
11 - 2019,957,0,1
11 - 2019,958,0,5
11 - 2019,959,0,3
11 - 2019,960,0,11
11 - 2019,961,0,1
11 - 2019,963,0,4
11 - 2019,966,0,1
11 - 2019,967,0,3
11 - 2019,968,0,1
11 - 2019,969,0,1
11 - 2019,974,0,5
11 - 2019,978,0,1
11 - 2019,979,0,2
11 - 2019,980,0,9
11 - 2019,980,1,1
11 - 2019,981,0,2
11 - 2019,982,0,2
11 - 2019,983,0,3
11 - 2019,984,0,2
11 - 2019,985,0,3
11 - 2019,985,1,1
11 - 2019,987,0,5
11 - 2019,989,0,1
11 - 2019,991,0,1
11 - 2019,992,0,2
11 - 2019,994,0,1
11 - 2019,995,0,2
11 - 2019,996,0,2
11 - 2019,997,0,4
11 - 2019,998,0,1
11 - 2019,999,0,2
11 - 2019,1000,0,5
11 - 2019,1001,0,5
11 - 2019,1002,0,2
11 - 2019,1003,0,4
11 - 2019,1006,0,2
11 - 2019,1007,0,3
11 - 2019,1008,0,8
11 - 2019,1008,1,1
11 - 2019,1009,0,5
11 - 2019,1010,0,4
11 - 2019,1011,0,1
11 - 2019,1013,0,2
11 - 2019,1014,0,5
11 - 2019,1016,0,1
11 - 2019,1018,0,3
11 - 2019,1019,0,1
11 - 2019,1020,0,7
11 - 2019,1021,0,1
11 - 2019,1023,0,3
11 - 2019,1024,0,4
11 - 2019,1025,0,8
11 - 2019,1026,0,9
11 - 2019,1026,1,1
11 - 2019,1028,0,3
11 - 2019,1029,0,2
11 - 2019,1031,0,2
11 - 2019,1032,0,1
11 - 2019,1033,0,2
11 - 2019,1034,0,3
11 - 2019,1035,0,1
11 - 2019,1037,0,8
11 - 2019,1039,0,2
11 - 2019,1040,0,1
11 - 2019,1042,0,3
11 - 2019,1043,0,7
11 - 2019,1043,1,3
11 - 2019,1045,0,1
11 - 2019,1046,0,12
11 - 2019,1046,1,1
11 - 2019,1047,0,1
11 - 2019,1049,0,6
11 - 2019,1052,0,2
11 - 2019,1053,0,3
11 - 2019,1056,0,5
11 - 2019,1058,0,9
11 - 2019,1059,0,4
11 - 2019,1060,0,1
11 - 2019,1062,0,1
11 - 2019,1063,0,6
11 - 2019,1064,0,2
11 - 2019,1065,0,1
11 - 2019,1066,0,2
11 - 2019,1068,0,4
11 - 2019,1069,0,5
11 - 2019,1070,0,2
11 - 2019,1071,0,6
11 - 2019,1071,1,1
11 - 2019,1072,0,7
11 - 2019,1073,0,1
11 - 2019,1074,0,1
11 - 2019,1075,0,5
11 - 2019,1075,1,1
11 - 2019,1077,0,4
11 - 2019,1078,0,3
11 - 2019,1079,0,4
11 - 2019,1082,0,4
11 - 2019,1083,0,1
11 - 2019,1084,0,1
11 - 2019,1085,0,4
11 - 2019,1086,0,11
11 - 2019,1087,0,1
11 - 2019,1088,1,1
11 - 2019,1089,0,1
11 - 2019,1092,0,2
11 - 2019,1093,0,3
11 - 2019,1097,0,2
11 - 2019,1098,0,4
11 - 2019,1103,0,2
11 - 2019,1104,0,3
11 - 2019,1105,0,3
11 - 2019,1106,0,1
11 - 2019,1107,0,3
11 - 2019,1108,0,2
11 - 2019,1109,0,1
11 - 2019,1111,0,1
11 - 2019,1113,0,1
11 - 2019,1114,0,1
11 - 2019,1115,0,1
11 - 2019,1117,0,2
11 - 2019,1120,0,3
11 - 2019,1120,1,1
11 - 2019,1121,0,12
11 - 2019,1122,0,13
11 - 2019,1123,0,3
11 - 2019,1124,0,1
11 - 2019,1126,0,1
11 - 2019,1128,0,2
11 - 2019,1128,1,1
11 - 2019,1129,0,1
11 - 2019,1131,0,1
11 - 2019,1133,0,1
11 - 2019,1134,0,6
11 - 2019,1134,1,1
11 - 2019,1136,0,13
11 - 2019,1137,0,1
11 - 2019,1138,0,7
11 - 2019,1140,0,2
11 - 2019,1142,0,4
11 - 2019,1143,0,1
11 - 2019,1146,0,7
11 - 2019,1147,0,1
11 - 2019,1148,0,2
11 - 2019,1149,0,1
11 - 2019,1150,0,1
11 - 2019,1150,1,1
11 - 2019,1152,0,9
11 - 2019,1154,0,4
11 - 2019,1155,0,1
11 - 2019,1158,0,3
11 - 2019,1163,0,1
11 - 2019,1167,0,4
11 - 2019,1167,1,1
11 - 2019,1168,1,1
11 - 2019,1169,0,1
11 - 2019,1170,0,9
11 - 2019,1171,0,2
11 - 2019,1172,0,1
11 - 2019,1173,0,5
11 - 2019,1174,0,2
11 - 2019,1176,0,3
11 - 2019,1177,0,2
11 - 2019,1178,0,1
11 - 2019,1179,1,1
11 - 2019,1180,0,1
11 - 2019,1181,0,1
11 - 2019,1182,0,1
11 - 2019,1183,0,2
11 - 2019,1184,0,1
11 - 2019,1186,0,6
11 - 2019,1188,0,2
11 - 2019,1188,1,1
11 - 2019,1189,0,3
11 - 2019,1190,1,1
11 - 2019,1191,0,2
11 - 2019,1192,0,4
11 - 2019,1193,0,4
11 - 2019,1194,0,2
11 - 2019,1196,0,5
11 - 2019,1196,1,1
11 - 2019,1197,0,2
11 - 2019,1198,0,1
11 - 2019,1200,0,3
11 - 2019,1201,0,1
11 - 2019,1202,0,12
11 - 2019,1204,0,10
11 - 2019,1204,1,1
11 - 2019,1205,0,1
11 - 2019,1207,0,4
11 - 2019,1208,0,2
11 - 2019,1210,0,1
11 - 2019,1210,1,1
11 - 2019,1211,0,2
11 - 2019,1211,1,1
11 - 2019,1212,0,3
11 - 2019,1213,0,3
11 - 2019,1215,0,1
11 - 2019,1216,0,1
11 - 2019,1219,1,1
11 - 2019,1220,0,10
11 - 2019,1220,1,1
11 - 2019,1221,0,3
11 - 2019,1222,0,3
11 - 2019,1223,0,6
11 - 2019,1225,0,10
11 - 2019,1225,1,1
11 - 2019,1226,0,1
11 - 2019,1228,0,2
11 - 2019,1230,0,3
11 - 2019,1233,0,4
11 - 2019,1234,0,4
11 - 2019,1235,0,1
11 - 2019,1240,0,1
11 - 2019,1241,0,3
11 - 2019,1242,0,2
11 - 2019,1246,0,4
11 - 2019,1247,0,3
11 - 2019,1248,0,1
11 - 2019,1249,0,12
11 - 2019,1249,1,1
11 - 2019,1250,0,1
11 - 2019,1252,0,2
11 - 2019,1255,0,3
11 - 2019,1256,0,1
11 - 2019,1261,0,4
11 - 2019,1261,1,1
11 - 2019,1262,0,2
11 - 2019,1263,0,2
11 - 2019,1265,0,2
11 - 2019,1265,1,1
11 - 2019,1266,0,1
11 - 2019,1268,0,3
11 - 2019,1268,1,1
11 - 2019,1269,0,1
11 - 2019,1270,0,1
11 - 2019,1271,0,1
11 - 2019,1274,0,5
11 - 2019,1275,0,2
11 - 2019,1276,0,2
11 - 2019,1277,0,3
11 - 2019,1278,0,3
11 - 2019,1278,1,1
11 - 2019,1280,0,2
11 - 2019,1281,0,5
11 - 2019,1284,0,3
11 - 2019,1286,0,1
11 - 2019,1287,0,2
11 - 2019,1289,0,3
11 - 2019,1290,0,5
11 - 2019,1293,0,3
11 - 2019,1295,0,1
11 - 2019,1296,0,2
11 - 2019,1298,0,3
11 - 2019,1302,0,2
11 - 2019,1302,1,1
11 - 2019,1304,1,1
11 - 2019,1305,0,5
11 - 2019,1306,0,4
11 - 2019,1307,0,1
11 - 2019,1308,0,1
11 - 2019,1309,0,7
11 - 2019,1311,0,3
11 - 2019,1311,1,1
11 - 2019,1314,0,1
11 - 2019,1316,0,2
11 - 2019,1318,0,10
11 - 2019,1319,0,1
11 - 2019,1320,0,1
11 - 2019,1321,0,1
11 - 2019,1323,0,7
11 - 2019,1327,0,1
11 - 2019,1328,0,7
11 - 2019,1328,1,1
11 - 2019,1331,0,6
11 - 2019,1333,0,3
11 - 2019,1334,0,1
11 - 2019,1335,0,1
11 - 2019,1335,1,1
11 - 2019,1338,0,10
11 - 2019,1339,0,2
11 - 2019,1340,0,1
11 - 2019,1341,0,2
